#iTow[ms],utc[year:month:day:hour:minute:second],fixType[0-5],longitude[deg],latitude[deg],height[mm],velN[mm/s],velE[mm/s],velD[mm/s],gSpeed[mm/s],headMot[deg1e-5],pDop[],numSV[],ttff[ms],gpsFlag[],temp[C]#,GNSS Time [UTC],height[m]
27071100,2022:1:23:7:30:53,3,11.3824039,47.310504,2162737,-10785,-3433,8211,11318,19765407,330,8,926227975,0,6.44,2022-01-23 07:30:53,2162.737
27071200,2022:1:23:7:30:53,3,11.3823982,47.3104925,2162300,-10659,-3399,8122,11188,19768667,330,8,926227975,1,6.44,2022-01-23 07:30:53,2162.3
27071300,2022:1:23:7:30:53,3,11.3823936,47.3104825,2161398,-10965,-3429,8155,11489,19736600,330,8,926227975,1,6.37,2022-01-23 07:30:53,2161.398
27071400,2022:1:23:7:30:53,3,11.3823895,47.3104731,2160360,-11167,-3426,8223,11681,19705743,330,8,926227975,1,6.37,2022-01-23 07:30:53,2160.36
27071500,2022:1:23:7:30:53,3,11.3823847,47.3104626,2159557,-11232,-3482,8229,11759,19722310,330,8,926227975,1,6.37,2022-01-23 07:30:53,2159.557
27071600,2022:1:23:7:30:53,3,11.3823795,47.3104515,2158987,-11092,-3412,8169,11605,19709822,330,8,926227975,1,6.37,2022-01-23 07:30:53,2158.987
27071700,2022:1:23:7:30:53,3,11.3823753,47.3104425,2158054,-10918,-3369,8205,11425,19714773,330,8,926227975,1,6.37,2022-01-23 07:30:53,2158.054
27071800,2022:1:23:7:30:53,3,11.382371,47.3104317,2157389,-11115,-3140,8176,11550,19577323,330,8,926227975,1,6.37,2022-01-23 07:30:53,2157.389
27071900,2022:1:23:7:30:53,3,11.382367,47.3104219,2156660,-10870,-2973,8156,11269,19529500,330,8,926227975,1,6.37,2022-01-23 07:30:53,2156.66
27072000,2022:1:23:7:30:54,3,11.3823633,47.3104126,2155851,-10740,-2843,8161,11110,19482805,330,8,926293511,1,6.37,2022-01-23 07:30:54,2155.851
27072100,2022:1:23:7:30:54,3,11.3823591,47.3104028,2155182,-10545,-2830,8125,10918,19502205,330,8,926293511,1,6.37,2022-01-23 07:30:54,2155.182
27072200,2022:1:23:7:30:54,3,11.3823557,47.3103934,2154335,-10655,-2705,8141,10993,19424677,330,8,926293511,0,6.37,2022-01-23 07:30:54,2154.335
27072300,2022:1:23:7:30:54,3,11.3823524,47.3103836,2153634,-10608,-2478,8115,10894,19314628,330,8,926293511,0,6.37,2022-01-23 07:30:54,2153.634
27072400,2022:1:23:7:30:54,3,11.3823485,47.3103727,2153108,-10633,-2415,8047,10904,19279481,330,8,926293511,0,6.37,2022-01-23 07:30:54,2153.108
27072500,2022:1:23:7:30:54,3,11.3823458,47.3103633,2152350,-10539,-2212,8038,10769,19185240,330,8,926293511,0,6.37,2022-01-23 07:30:54,2152.35
27072600,2022:1:23:7:30:54,3,11.3823426,47.3103536,2151604,-10512,-2254,8025,10751,19210051,330,8,926293511,0,6.37,2022-01-23 07:30:54,2151.604
27072700,2022:1:23:7:30:54,3,11.3823396,47.3103445,2150886,-10187,-2223,7996,10426,19230944,330,8,926293511,0,6.37,2022-01-23 07:30:54,2150.886
27072800,2022:1:23:7:30:54,3,11.3823368,47.3103351,2150157,-10178,-2125,7979,10397,19179459,330,8,926293511,0,6.31,2022-01-23 07:30:54,2150.157
27072900,2022:1:23:7:30:54,3,11.3823343,47.3103258,2149359,-10296,-2005,7983,10489,19102138,330,8,926293511,0,6.31,2022-01-23 07:30:54,2149.359
27073000,2022:1:23:7:30:55,3,11.3823319,47.3103162,2148553,-10521,-1897,7992,10691,19022170,330,8,926359047,0,6.31,2022-01-23 07:30:55,2148.553
27073100,2022:1:23:7:30:55,3,11.3823292,47.310307,2147753,-10434,-1909,7991,10607,19037033,330,8,926359047,0,6.31,2022-01-23 07:30:55,2147.753
27073200,2022:1:23:7:30:55,3,11.3823276,47.3102973,2146971,-10625,-1670,7988,10755,18893457,330,8,926359047,1,6.31,2022-01-23 07:30:55,2146.971
27073300,2022:1:23:7:30:55,3,11.3823256,47.3102874,2146251,-10649,-1564,7967,10763,18835270,330,8,926359047,1,6.31,2022-01-23 07:30:55,2146.251
27073400,2022:1:23:7:30:55,3,11.3823231,47.310278,2145461,-10603,-1622,7965,10726,18869701,330,8,926359047,1,6.31,2022-01-23 07:30:55,2145.461
27073500,2022:1:23:7:30:55,3,11.3823198,47.3102684,2144599,-10725,-1846,7987,10883,18976585,330,8,926359047,1,6.31,2022-01-23 07:30:55,2144.599
27073600,2022:1:23:7:30:55,3,11.3823168,47.3102596,2143715,-10543,-1958,8006,10724,19052306,330,8,926359047,1,6.31,2022-01-23 07:30:55,2143.715
27073700,2022:1:23:7:30:55,3,11.382313,47.3102509,2142837,-10395,-2225,8025,10630,19208249,330,8,926359047,1,6.31,2022-01-23 07:30:55,2142.837
27073800,2022:1:23:7:30:55,3,11.3823095,47.3102416,2141929,-10619,-2349,8060,10876,19247359,330,8,926359047,1,6.31,2022-01-23 07:30:55,2141.929
27073900,2022:1:23:7:30:55,3,11.3823054,47.3102325,2141042,-10609,-2560,8083,10914,19356467,330,8,926359047,1,6.31,2022-01-23 07:30:55,2141.042
27074000,2022:1:23:7:30:56,3,11.3823014,47.3102226,2140327,-10560,-2639,8059,10884,19403006,330,8,926424583,1,6.31,2022-01-23 07:30:56,2140.327
27074100,2022:1:23:7:30:56,3,11.3822999,47.3102127,2139605,-10617,-2214,8037,10846,19177969,253,9,926424583,1,6.31,2022-01-23 07:30:56,2139.605
27074200,2022:1:23:7:30:56,3,11.3822984,47.310203,2138863,-10602,-1911,8023,10773,19021712,253,9,926424583,0,6.31,2022-01-23 07:30:56,2138.863
27074300,2022:1:23:7:30:56,3,11.382297,47.3101924,2138092,-10909,-1650,8024,11033,18860103,253,9,926424583,0,6.25,2022-01-23 07:30:56,2138.092
27074400,2022:1:23:7:30:56,3,11.3822932,47.310182,2137385,-10938,-1896,8001,11101,18983485,253,9,926424583,0,6.25,2022-01-23 07:30:56,2137.385
27074500,2022:1:23:7:30:56,3,11.3822908,47.3101716,2136698,-10937,-1856,7972,11093,18963028,253,9,926424583,0,6.25,2022-01-23 07:30:56,2136.698
27074600,2022:1:23:7:30:56,3,11.382289,47.3101625,2135847,-10804,-1761,7983,10947,18925640,253,9,926424583,0,6.25,2022-01-23 07:30:56,2135.847
27074700,2022:1:23:7:30:56,3,11.3822868,47.3101533,2135050,-10672,-1740,7981,10813,18925817,253,9,926424583,0,6.25,2022-01-23 07:30:56,2135.05
27074800,2022:1:23:7:30:56,3,11.3822847,47.3101438,2134290,-10588,-1695,7969,10723,18909571,253,9,926424583,0,6.25,2022-01-23 07:30:56,2134.29
27074900,2022:1:23:7:30:56,3,11.3822824,47.3101344,2133549,-10492,-1672,7953,10625,18905589,253,9,926424583,0,6.25,2022-01-23 07:30:56,2133.549
27075000,2022:1:23:7:30:57,3,11.3822805,47.3101261,2132802,-10112,-1606,7936,10239,18902202,253,9,926490119,0,6.19,2022-01-23 07:30:57,2132.802
27075100,2022:1:23:7:30:57,3,11.3822774,47.310119,2132018,-9561,-1721,7927,9714,19020318,253,9,926490119,0,6.19,2022-01-23 07:30:57,2132.018
27075200,2022:1:23:7:30:57,3,11.3822744,47.3101106,2131280,-9430,-1802,7913,9601,19081562,253,9,926490119,1,6.19,2022-01-23 07:30:57,2131.28
27075300,2022:1:23:7:30:57,3,11.3822728,47.3101004,2130670,-9635,-1613,7870,9769,18950519,253,9,926490119,1,6.19,2022-01-23 07:30:57,2130.67
27075400,2022:1:23:7:30:57,3,11.3822698,47.3100901,2130090,-9788,-1657,7822,9927,18960759,253,9,926490119,1,6.19,2022-01-23 07:30:57,2130.09
27075500,2022:1:23:7:30:57,3,11.3822677,47.3100803,2129279,-10069,-1651,7834,10204,18931348,253,9,926490119,1,6.19,2022-01-23 07:30:57,2129.279
27075600,2022:1:23:7:30:57,3,11.3822659,47.3100715,2128487,-10005,-1571,7835,10127,18892183,253,9,926490119,1,6.19,2022-01-23 07:30:57,2128.487
27075700,2022:1:23:7:30:57,3,11.3822612,47.3100617,2127835,-9998,-1899,7813,10177,19075689,253,9,926490119,1,6.19,2022-01-23 07:30:57,2127.835
27075800,2022:1:23:7:30:57,3,11.3822561,47.310052,2127199,-9998,-2225,7785,10242,19254523,253,9,926490119,1,6.25,2022-01-23 07:30:57,2127.199
27075900,2022:1:23:7:30:57,3,11.3822534,47.310041,2126664,-10125,-2066,7729,10333,19153074,253,9,926490119,1,6.25,2022-01-23 07:30:57,2126.664
27076000,2022:1:23:7:30:58,3,11.3822536,47.3100317,2125893,-10043,-1547,7728,10162,18875930,253,9,926555655,1,6.25,2022-01-23 07:30:58,2125.893
27076100,2022:1:23:7:30:58,3,11.3822539,47.3100221,2125139,-10069,-1121,7726,10132,18635437,253,9,926555655,1,6.25,2022-01-23 07:30:58,2125.139
27076200,2022:1:23:7:30:58,3,11.3822534,47.3100129,2124402,-9986,-889,7718,10026,18508770,253,9,926555655,0,6.25,2022-01-23 07:30:58,2124.402
27076300,2022:1:23:7:30:58,3,11.3822522,47.310004,2123651,-9890,-826,7716,9924,18477449,253,9,926555655,0,6.25,2022-01-23 07:30:58,2123.651
27076400,2022:1:23:7:30:58,3,11.3822501,47.3099946,2123158,-9559,-803,7646,9592,18479935,253,9,926555655,0,6.25,2022-01-23 07:30:58,2123.158
27076500,2022:1:23:7:30:58,3,11.3822487,47.3099839,2122859,-9396,-561,7533,9413,18341623,253,9,926555655,0,6.25,2022-01-23 07:30:58,2122.859
27076600,2022:1:23:7:30:58,3,11.3822468,47.3099739,2122348,-9375,-649,7486,9398,18395836,253,9,926555655,0,6.25,2022-01-23 07:30:58,2122.348
27076700,2022:1:23:7:30:58,3,11.3822449,47.309963,2122135,-9157,-551,7358,9174,18344106,253,9,926555655,0,6.25,2022-01-23 07:30:58,2122.135
27076800,2022:1:23:7:30:58,3,11.382243,47.3099534,2121636,-9122,-725,7305,9150,18454268,253,9,926555655,0,6.25,2022-01-23 07:30:58,2121.636
27076900,2022:1:23:7:30:58,3,11.3822406,47.3099416,2121643,-8874,-683,7114,8900,18439946,253,9,926555655,0,6.25,2022-01-23 07:30:58,2121.643
27077000,2022:1:23:7:30:59,3,11.3822404,47.3099325,2121109,-8826,-365,7076,8833,18236780,253,9,926621191,0,6.25,2022-01-23 07:30:59,2121.109
27077100,2022:1:23:7:30:59,3,11.3822406,47.3099257,2120132,-8862,-300,7156,8867,18193650,253,9,926621191,0,6.25,2022-01-23 07:30:59,2120.132
27077200,2022:1:23:7:30:59,3,11.3822394,47.3099166,2119506,-9083,-432,7152,9093,18272472,253,9,926621191,1,6.25,2022-01-23 07:30:59,2119.506
27077300,2022:1:23:7:30:59,3,11.3822381,47.3099061,2119056,-9304,-485,7103,9317,18298311,253,9,926621191,1,6.19,2022-01-23 07:30:59,2119.056
27077400,2022:1:23:7:30:59,3,11.3822363,47.3098967,2118638,-9013,-673,7032,9039,18427201,253,9,926621191,1,6.19,2022-01-23 07:30:59,2118.638
27077500,2022:1:23:7:30:59,3,11.3822354,47.309888,2118057,-8939,-555,7008,8956,18355504,253,9,926621191,1,6.19,2022-01-23 07:30:59,2118.057
27077600,2022:1:23:7:30:59,3,11.3822341,47.3098803,2117370,-8703,-732,7011,8734,18480929,253,9,926621191,1,6.19,2022-01-23 07:30:59,2117.37
27077700,2022:1:23:7:30:59,3,11.3822333,47.3098708,2116833,-9069,-473,6980,9082,18298558,253,9,926621191,1,6.19,2022-01-23 07:30:59,2116.833
27077800,2022:1:23:7:30:59,3,11.3822339,47.3098635,2116049,-8988,-174,7007,8990,18111036,253,9,926621191,1,6.19,2022-01-23 07:30:59,2116.049
27077900,2022:1:23:7:30:59,3,11.3822356,47.3098572,2115259,-8567,243,7027,8570,17837570,253,9,926621191,1,6.19,2022-01-23 07:30:59,2115.259
27078000,2022:1:23:7:31:0,3,11.3822365,47.3098519,2114359,-8062,249,7075,8066,17823315,253,9,922754823,1,6.19,2022-01-23 07:31:00,2114.359
27078100,2022:1:23:7:31:0,3,11.3822361,47.309844,2113738,-8115,118,7057,8116,17916744,253,9,922754823,1,6.19,2022-01-23 07:31:00,2113.738
27078200,2022:1:23:7:31:0,3,11.3822358,47.3098356,2113063,-8409,81,7058,8409,17944594,253,9,922754823,0,6.19,2022-01-23 07:31:00,2113.063
27078300,2022:1:23:7:31:0,3,11.3822353,47.3098277,2112364,-8481,-30,7062,8481,18019974,253,9,922754823,0,6.19,2022-01-23 07:31:00,2112.364
27078400,2022:1:23:7:31:0,3,11.3822348,47.3098197,2111616,-8665,-130,7083,8666,18086089,253,9,922754823,0,6.19,2022-01-23 07:31:00,2111.616
27078500,2022:1:23:7:31:0,3,11.3822354,47.3098112,2110938,-8847,59,7081,8847,17961973,253,9,922754823,0,6.19,2022-01-23 07:31:00,2110.938
27078600,2022:1:23:7:31:0,3,11.3822344,47.3098033,2110222,-8839,-165,7087,8841,18107230,253,9,922754823,0,6.19,2022-01-23 07:31:00,2110.222
27078700,2022:1:23:7:31:0,3,11.3822333,47.3097947,2109578,-8924,-311,7074,8929,18199660,253,9,922754823,0,6.19,2022-01-23 07:31:00,2109.578
27078800,2022:1:23:7:31:0,3,11.3822314,47.3097875,2108938,-8517,-610,7052,8539,18409841,253,9,922754823,0,6.12,2022-01-23 07:31:00,2108.938
27078900,2022:1:23:7:31:0,3,11.382231,47.3097799,2108290,-8436,-517,7035,8452,18350597,253,9,922754823,0,6.12,2022-01-23 07:31:00,2108.29
27079000,2022:1:23:7:31:1,3,11.3822307,47.3097723,2107588,-8421,-423,7035,8432,18287764,253,9,922820359,0,6.12,2022-01-23 07:31:01,2107.588
27079100,2022:1:23:7:31:1,3,11.3822299,47.3097644,2106882,-8486,-443,7039,8497,18298935,253,9,922820359,0,6.12,2022-01-23 07:31:01,2106.882
27079200,2022:1:23:7:31:1,3,11.3822294,47.3097571,2106256,-8276,-401,7017,8286,18277269,253,9,922820359,1,6.12,2022-01-23 07:31:01,2106.256
27079300,2022:1:23:7:31:1,3,11.3822289,47.3097501,2105721,-7938,-316,6967,7944,18228266,253,9,922820359,1,6.12,2022-01-23 07:31:01,2105.721
27079400,2022:1:23:7:31:1,3,11.3822287,47.3097432,2105130,-7734,-243,6935,7738,18180128,253,9,922820359,1,6.12,2022-01-23 07:31:01,2105.13
27079500,2022:1:23:7:31:1,3,11.382227,47.3097358,2104561,-7667,-396,6900,7678,18295453,253,9,922820359,1,6.12,2022-01-23 07:31:01,2104.561
27079600,2022:1:23:7:31:1,3,11.3822257,47.3097287,2103887,-7689,-473,6896,7704,18351860,253,9,922820359,1,6.12,2022-01-23 07:31:01,2103.887
27079700,2022:1:23:7:31:1,3,11.3822248,47.309722,2103178,-7620,-503,6902,7636,18377677,253,9,922820359,1,6.12,2022-01-23 07:31:01,2103.178
27079800,2022:1:23:7:31:1,3,11.3822224,47.3097154,2102450,-7621,-750,6915,7658,18562066,253,9,922820359,1,6.12,2022-01-23 07:31:01,2102.45
27079900,2022:1:23:7:31:1,3,11.3822218,47.3097081,2101765,-7708,-670,6917,7737,18497067,253,9,922820359,1,6.12,2022-01-23 07:31:01,2101.765
27080000,2022:1:23:7:31:2,3,11.3822219,47.3097002,2101160,-7811,-483,6901,7826,18354145,253,9,922885895,1,6.12,2022-01-23 07:31:02,2101.16
27080100,2022:1:23:7:31:2,3,11.3822216,47.3096928,2100680,-7625,-334,6844,7632,18250876,253,9,922885895,1,6.12,2022-01-23 07:31:02,2100.68
27080200,2022:1:23:7:31:2,3,11.3822221,47.3096843,2100081,-7943,-165,6831,7945,18118965,253,9,922885895,0,6.12,2022-01-23 07:31:02,2100.081
27080300,2022:1:23:7:31:2,3,11.3822207,47.3096769,2099413,-7976,-304,6829,7982,18218313,253,9,922885895,0,6.06,2022-01-23 07:31:02,2099.413
27080400,2022:1:23:7:31:2,3,11.3822185,47.3096682,2099183,-7768,-393,6703,7778,18289910,253,9,922885895,0,6.06,2022-01-23 07:31:02,2099.183
27080500,2022:1:23:7:31:2,3,11.382218,47.3096602,2098599,-7961,-286,6672,7966,18205649,253,9,922885895,0,6.06,2022-01-23 07:31:02,2098.599
27080600,2022:1:23:7:31:2,3,11.3822168,47.3096521,2098233,-7760,-265,6580,7765,18195280,253,9,922885895,0,6.06,2022-01-23 07:31:02,2098.233
27080700,2022:1:23:7:31:2,3,11.3822157,47.3096449,2097636,-7685,-334,6553,7692,18248648,253,9,922885895,0,6.06,2022-01-23 07:31:02,2097.636
27080800,2022:1:23:7:31:2,3,11.3822155,47.3096369,2097194,-7718,-85,6474,7718,18063135,253,9,922885895,0,6.06,2022-01-23 07:31:02,2097.194
27080900,2022:1:23:7:31:2,3,11.3822149,47.3096294,2096750,-7522,-61,6398,7522,18046811,253,9,922885895,0,6.06,2022-01-23 07:31:02,2096.75
27081000,2022:1:23:7:31:3,3,11.3822139,47.3096218,2096327,-7353,-137,6330,7354,18106841,253,9,922951431,0,6.06,2022-01-23 07:31:03,2096.327
27081100,2022:1:23:7:31:3,3,11.3822134,47.3096142,2095866,-7350,-92,6289,7350,18071399,253,9,922951431,0,6.0,2022-01-23 07:31:03,2095.866
27081200,2022:1:23:7:31:3,3,11.3822125,47.3096065,2095492,-7270,-175,6219,7272,18137964,253,9,922951431,1,6.0,2022-01-23 07:31:03,2095.492
27081300,2022:1:23:7:31:3,3,11.3822126,47.3096009,2094708,-7214,-61,6272,7214,18048090,253,9,922951431,1,6.0,2022-01-23 07:31:03,2094.708
27081400,2022:1:23:7:31:3,3,11.382212,47.3095938,2094204,-7214,-96,6237,7215,18075894,253,9,922951431,1,6.0,2022-01-23 07:31:03,2094.204
27081500,2022:1:23:7:31:3,3,11.3822113,47.3095867,2093741,-7204,-155,6193,7206,18123193,253,9,922951431,1,6.0,2022-01-23 07:31:03,2093.741
27081600,2022:1:23:7:31:3,3,11.3822115,47.30958,2093122,-7341,31,6198,7341,17975531,253,9,922951431,1,6.0,2022-01-23 07:31:03,2093.122
27081700,2022:1:23:7:31:3,3,11.382211,47.3095724,2092750,-7244,-38,6123,7244,18029715,253,9,922951431,1,6.0,2022-01-23 07:31:03,2092.75
27081800,2022:1:23:7:31:3,3,11.3822106,47.3095657,2092173,-7232,-143,6110,7234,18113412,253,9,922951431,1,5.94,2022-01-23 07:31:03,2092.173
27081900,2022:1:23:7:31:3,3,11.3822107,47.3095585,2091724,-7218,3,6062,7218,17997666,253,9,922951431,1,5.94,2022-01-23 07:31:03,2091.724
27082000,2022:1:23:7:31:4,3,11.382211,47.3095525,2091076,-7131,99,6076,7131,17920833,253,9,923016967,1,5.94,2022-01-23 07:31:04,2091.076
27082100,2022:1:23:7:31:4,3,11.3822104,47.3095464,2090398,-7112,-115,6105,7112,18092355,253,9,923016967,1,5.94,2022-01-23 07:31:04,2090.398
27082200,2022:1:23:7:31:4,3,11.382211,47.3095407,2089850,-6753,60,6084,6753,17949134,253,9,923016967,0,5.94,2022-01-23 07:31:04,2089.85
27082300,2022:1:23:7:31:4,3,11.3822104,47.3095335,2089459,-6796,7,6025,6796,17993976,253,9,923016967,0,5.94,2022-01-23 07:31:04,2089.459
27082400,2022:1:23:7:31:4,3,11.382209,47.3095264,2089019,-6822,-263,5984,6827,18220704,253,9,923016967,0,5.94,2022-01-23 07:31:04,2089.019
27082500,2022:1:23:7:31:4,3,11.3822076,47.3095209,2088477,-6520,-486,5970,6538,18425945,253,9,923016967,0,5.94,2022-01-23 07:31:04,2088.477
27082600,2022:1:23:7:31:4,3,11.3822066,47.3095136,2088192,-6482,-452,5881,6498,18399288,253,9,923016967,0,5.94,2022-01-23 07:31:04,2088.192
27082700,2022:1:23:7:31:4,3,11.3822062,47.3095078,2087683,-6345,-365,5859,6356,18329565,253,9,923016967,0,5.94,2022-01-23 07:31:04,2087.683
27082800,2022:1:23:7:31:4,3,11.3822063,47.309503,2087158,-5923,-256,5838,5928,18247579,253,9,923016967,0,5.94,2022-01-23 07:31:04,2087.158
27082900,2022:1:23:7:31:4,3,11.3822062,47.3094973,2086678,-5901,-136,5807,5903,18132317,253,9,923016967,0,5.94,2022-01-23 07:31:04,2086.678
27083000,2022:1:23:7:31:5,3,11.3822056,47.3094921,2086152,-5794,-241,5789,5799,18238515,253,9,923082503,0,5.94,2022-01-23 07:31:05,2086.152
27083100,2022:1:23:7:31:5,3,11.3822064,47.3094861,2085761,-5760,115,5734,5761,17885573,253,9,923082503,0,5.94,2022-01-23 07:31:05,2085.761
27083200,2022:1:23:7:31:5,3,11.3822055,47.3094794,2085369,-5965,15,5688,5965,17985181,253,9,923082503,1,5.94,2022-01-23 07:31:05,2085.369
27083300,2022:1:23:7:31:5,3,11.3822048,47.309475,2084790,-5655,-138,5689,5657,18140162,253,9,923082503,1,5.94,2022-01-23 07:31:05,2084.79
27083400,2022:1:23:7:31:5,3,11.3822048,47.3094696,2084244,-5671,-15,5691,5671,18015466,253,9,923082503,1,5.94,2022-01-23 07:31:05,2084.244
27083500,2022:1:23:7:31:5,3,11.382204,47.3094632,2083831,-5800,-101,5652,5801,18099618,253,9,923082503,1,5.94,2022-01-23 07:31:05,2083.831
27083600,2022:1:23:7:31:5,3,11.3822042,47.3094576,2083291,-5868,-7,5648,5868,18006536,253,9,923082503,1,5.94,2022-01-23 07:31:05,2083.291
27083700,2022:1:23:7:31:5,3,11.3822057,47.3094503,2082713,-6417,329,5665,6426,17706395,253,9,923082503,1,5.94,2022-01-23 07:31:05,2082.713
27083800,2022:1:23:7:31:5,3,11.3822052,47.3094436,2082214,-6569,150,5653,6571,17869335,253,9,923082503,1,5.94,2022-01-23 07:31:05,2082.214
27083900,2022:1:23:7:31:5,3,11.3822057,47.309437,2081713,-6635,292,5640,6641,17748135,253,9,923082503,1,5.94,2022-01-23 07:31:05,2081.713
27084000,2022:1:23:7:31:6,3,11.382205,47.3094303,2081416,-6480,193,5560,6482,17829679,253,9,923148039,1,5.94,2022-01-23 07:31:06,2081.416
27084100,2022:1:23:7:31:6,3,11.3822045,47.3094247,2081036,-6195,150,5504,6197,17860958,253,9,923148039,1,5.87,2022-01-23 07:31:06,2081.036
27084200,2022:1:23:7:31:6,3,11.382204,47.3094185,2080718,-6075,140,5438,6077,17867532,253,9,923148039,0,5.87,2022-01-23 07:31:06,2080.718
27084300,2022:1:23:7:31:6,3,11.3822035,47.3094121,2080427,-5974,129,5372,5975,17876587,253,9,923148039,0,5.87,2022-01-23 07:31:06,2080.427
27084400,2022:1:23:7:31:6,3,11.3822031,47.3094066,2080094,-5757,145,5310,5759,17862677,253,9,923148039,0,5.87,2022-01-23 07:31:06,2080.094
27084500,2022:1:23:7:31:6,3,11.3822025,47.3094015,2079607,-5632,71,5306,5632,17905773,253,9,923148039,0,5.87,2022-01-23 07:31:06,2079.607
27084600,2022:1:23:7:31:6,3,11.3822002,47.3093949,2079426,-5606,-359,5205,5618,18206670,253,9,923148039,0,5.87,2022-01-23 07:31:06,2079.426
27084700,2022:1:23:7:31:6,3,11.3821991,47.3093899,2079044,-5356,-365,5158,5369,18322297,253,9,923148039,0,5.87,2022-01-23 07:31:06,2079.044
27084800,2022:1:23:7:31:6,3,11.3821991,47.3093849,2078578,-5296,-138,5142,5298,18208959,253,9,923148039,0,5.87,2022-01-23 07:31:06,2078.578
27084900,2022:1:23:7:31:6,3,11.382198,47.3093793,2078252,-5260,-232,5097,5265,18237998,253,9,923148039,0,5.87,2022-01-23 07:31:06,2078.252
27085000,2022:1:23:7:31:7,3,11.3821967,47.3093736,2078041,-5059,-357,5010,5072,18340957,253,9,923213575,0,5.87,2022-01-23 07:31:07,2078.041
27085100,2022:1:23:7:31:7,3,11.3821957,47.3093663,2078133,-5007,-282,4846,5015,18328224,253,9,923213575,0,5.87,2022-01-23 07:31:07,2078.133
27085200,2022:1:23:7:31:7,3,11.3821951,47.309361,2077817,-5020,-165,4803,5023,18234445,253,9,923213575,1,5.87,2022-01-23 07:31:07,2077.817
27085300,2022:1:23:7:31:7,3,11.3821942,47.3093549,2077778,-4732,-160,4670,4734,18208379,253,9,923213575,1,5.87,2022-01-23 07:31:07,2077.778
27085400,2022:1:23:7:31:7,3,11.3821934,47.3093486,2077749,-4676,-154,4534,4678,18196149,253,9,923213575,1,5.87,2022-01-23 07:31:07,2077.749
27085500,2022:1:23:7:31:7,3,11.3821924,47.3093435,2077565,-4471,-268,4434,4479,18286873,253,9,923213575,1,5.87,2022-01-23 07:31:07,2077.565
27085600,2022:1:23:7:31:7,3,11.3821918,47.3093378,2077509,-4330,-124,4310,4331,18212010,253,9,923213575,1,5.81,2022-01-23 07:31:07,2077.509
27085700,2022:1:23:7:31:7,3,11.3821908,47.3093324,2077402,-4311,-308,4210,4322,18331662,253,9,923213575,1,5.81,2022-01-23 07:31:07,2077.402
27085800,2022:1:23:7:31:7,3,11.38219,47.3093273,2077157,-4421,-373,4169,4437,18425687,253,9,923213575,1,5.81,2022-01-23 07:31:07,2077.157
27085900,2022:1:23:7:31:7,3,11.38219,47.3093229,2076842,-4347,-42,4147,4348,18200939,253,9,923213575,1,5.81,2022-01-23 07:31:07,2076.842
27086000,2022:1:23:7:31:8,3,11.3821892,47.3093188,2076554,-4180,-132,4109,4182,18189582,253,9,923279111,1,5.81,2022-01-23 07:31:08,2076.554
27086100,2022:1:23:7:31:8,3,11.3821885,47.3093139,2076400,-4191,-164,4026,4194,18209835,253,9,923279111,1,5.81,2022-01-23 07:31:08,2076.4
27086200,2022:1:23:7:31:8,3,11.3821884,47.3093099,2076134,-3965,-84,3975,3966,18161828,253,9,923279111,0,5.81,2022-01-23 07:31:08,2076.134
27086300,2022:1:23:7:31:8,3,11.382189,47.3093063,2075808,-3801,205,3946,3806,17903950,253,9,923279111,0,5.81,2022-01-23 07:31:08,2075.808
27086400,2022:1:23:7:31:8,3,11.3821894,47.3093032,2075455,-3558,279,3927,3569,17716557,253,9,923279111,0,5.81,2022-01-23 07:31:08,2075.455
27086500,2022:1:23:7:31:8,3,11.38219,47.3093001,2075045,-3547,388,3933,3569,17542875,253,9,923279111,0,5.81,2022-01-23 07:31:08,2075.045
27086600,2022:1:23:7:31:8,3,11.3821912,47.3092972,2074597,-3532,633,3950,3588,17254121,253,9,923279111,0,5.81,2022-01-23 07:31:08,2074.597
27086700,2022:1:23:7:31:8,3,11.382191,47.3092932,2074221,-3827,366,3950,3845,17365546,253,9,923279111,0,5.81,2022-01-23 07:31:08,2074.221
27086800,2022:1:23:7:31:8,3,11.3821904,47.3092895,2073913,-3710,89,3918,3711,17629729,253,9,923279111,0,5.81,2022-01-23 07:31:08,2073.913
27086900,2022:1:23:7:31:8,3,11.3821904,47.3092866,2073626,-3407,13,3871,3407,17790353,253,9,923279111,0,5.81,2022-01-23 07:31:08,2073.626
27087000,2022:1:23:7:31:9,3,11.3821904,47.3092838,2073269,-3268,-30,3855,3269,17919411,253,9,923344647,0,5.81,2022-01-23 07:31:09,2073.269
27087100,2022:1:23:7:31:9,3,11.3821911,47.3092817,2072972,-2840,123,3815,2842,17845069,253,9,923344647,0,5.81,2022-01-23 07:31:09,2072.972
27087200,2022:1:23:7:31:9,3,11.3821911,47.3092795,2072659,-2579,79,3785,2580,17835176,253,9,923344647,1,5.81,2022-01-23 07:31:09,2072.659
27087300,2022:1:23:7:31:9,3,11.3821921,47.3092774,2072320,-2497,289,3765,2513,17604552,253,9,923344647,1,5.81,2022-01-23 07:31:09,2072.32
27087400,2022:1:23:7:31:9,3,11.3821924,47.3092741,2072040,-2703,317,3733,2722,17457909,253,9,923344647,1,5.81,2022-01-23 07:31:09,2072.04
27087500,2022:1:23:7:31:9,3,11.382192,47.3092705,2071746,-2938,186,3708,2944,17555765,253,9,923344647,1,5.81,2022-01-23 07:31:09,2071.746
